60004.65451388889,59392.9990234375,56852.62484975962,16915829.8,0.0173010380622837,58800.0
55344.444444444445,55325.0,55846.15384615384,14448484.0,0.0055248618784531,54600.0
55555.55555555556,56400.0,57027.37980769231,19168214.0,0.0181159420289855,56600.0
55300.0,55283.333333333336,55630.769230769234,15844286.8,0.0,54800.0
55522.22222222222,55358.333333333336,57059.30348557692,8610345.4,0.0,55700.0
59932.930989583336,59024.41015625,56816.327223557695,17599379.6,-0.0398671096345515,58800.0
59473.5390625,59549.6982421875,56951.71153846154,16333617.4,-0.0204081632653061,56100.0
55722.22222222222,55725.0,55388.46153846154,13772089.2,0.0087873462214411,57300.0
55311.11111111111,56100.0,57151.11673677885,15861373.0,0.0071174377224199,54700.0
59024.352864583336,59378.49088541666,56945.33804086538,17782542.4,-0.0260416666666666,53200.0
55411.11111111111,55425.0,55469.230769230766,15828150.2,0.0510948905109489,56900.0
55544.444444444445,54966.66666666666,57213.69936899038,9325350.4,-0.0072202166064981,55700.0
54877.77777777778,55533.333333333336,57225.763671875,12217165.4,0.0073126142595978,55300.0
55466.66666666666,55583.333333333336,56899.90159254808,9877337.6,0.0,55800.0
55377.77777777778,55533.333333333336,56686.99429086538,10557271.8,0.0017953321364452,55800.0
55111.11111111111,55241.66666666666,57261.26622596154,10600737.8,0.0036297640653357,55400.0
56555.55555555556,57576.59798177084,56767.503004807695,24228780.6,-0.0093457943925233,56400.0
59888.604600694445,59521.3486328125,56923.33338341346,16509960.2,0.0,57600.0
55844.444444444445,56836.25,56919.02749399038,22997468.0,-0.0212765957446808,56200.0
57492.77777777778,58171.820963541664,56812.81505408654,22993848.0,0.0056390977443609,53000.0
55544.444444444445,55525.0,56368.16781850962,11082981.0,-0.0053763440860215,54300.0
54988.88888888889,55841.66666666666,57205.60021033654,14633386.0,-0.0335689045936395,55100.0
55322.22222222222,55058.333333333336,57300.61493389424,9218584.6,0.0018083182640145,55000.0
58330.26258680556,58824.78678385416,56838.89633413462,20655620.2,-0.051693404634581,53500.0
55433.333333333336,55333.333333333336,56109.03846153846,13457746.4,-0.0216216216216216,54600.0
55544.444444444445,55583.333333333336,55396.15384615384,14705869.6,-0.0121527777777777,57400.0
56133.333333333336,57322.69694010416,56872.07737379808,24916799.8,0.0641509433962264,55200.0
